id,year,area,sp_area,day,body,alternatives,answer,GEMINI_2022_answers,GPT3.5_2022_answers,Llama2_2022_answers
133,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 133  
De acordo com a Organização Mundial da Saúde, a 
filariose e a leishmaniose são consideradas doenças tropicais 
infecciosas e constituem uma preocupação para a saúde 
pública por ser alto o índice de mortalidade a elas associado.
Uma medida profilática comum a essas duas doenças é o(a)","
A incineração do lixo orgânico.
B construção de rede de esgoto.
C uso de vermífugo pela população.
D controle das populações dos vetores.
E consumo de carnes vermelhas bem cozidas.",D,D,D,D
134,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 134  
Parque Solar Lapa entra em operação
Em 2017, foi inaugurado, no estado da Bahia, o Parque 
Solar Lapa, composto por duas usinas (Bom Jesus da Lapa 
e Lapa) e capaz de gerar cerca de 300 gigawatts-hora 
de energia por ano. Considere que cada usina apresente 
potência igual a 75 megawatts, com o parque totalizando 
uma potência instalada de 150 megawatts. Considere ainda 
que a irradiância solar média é de 1 500 watts por metro 
quadrado e que a eficiência dos painéis é de 20 por cento.
Nessas condições, a área total dos painéis solares que 
compõem o Parque Solar Lapa é mais próxima de:
","
A 1 000 000 de metros quadrados.
B 500 000 metros quadrados.
C 250 000 metros quadrados.
D 100 000 metros quadrados.
E 20 000 metros quadrados.",B,A,C,C
135,2022,CN - Ciências da Natureza,,D2,"QUESTÃO 135  
Os riscos apresentados pelos produtos dependem de 
suas propriedades e da reatividade quando em contato 
com outras substâncias. Para prevenir os riscos devido 
à natureza química dos produtos, devemos conhecer 
a lista de substâncias incompatíveis e de uso cotidiano 
em fábricas, hospitais e laboratórios, a fim de observar 
cuidados na estocagem, manipulação e descarte.  
O quadro elenca algumas dessas incompatibilidades, que 
podem levar à ocorrência de acidentes.
Descrição do quadro: Apresenta substâncias e suas 
respectivas incompatibilidades e riscos associados.
Substância: Ácidos minerais fortes concentrados — 
Incompatibilidade: Bases fortes, Cianetos e Hipoclorito 
de sódio — Riscos associados: Reação enérgica, 
explosão, produção de oxidante forte e produto tóxico.
Substância: Ácido nítrico concentrado — 
Incompatibilidade: Matéria orgânica — Riscos associados: 
Reação enérgica, explosão e produto tóxico.
Considere que houve o descarte indevido de dois 
conjuntos de substâncias:
(1) ácido clorídrico concentrado com cianeto de potássio;
(2) ácido nítrico concentrado com sacarose.
O descarte dos conjuntos (1) e (2) resultará, respectivamente, em
","
A liberação de gás tóxico e reação oxidativa forte.
B reação oxidativa forte e liberação de gás tóxico.
C formação de sais tóxicos e reação oxidativa forte.
D liberação de gás tóxico e liberação de gás oxidante.
E formação de sais tóxicos e liberação de gás oxidante.",A,A,E,B
136,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 136  
 A esperança de vida ao nascer é o número médio de anos 
que um indivíduo tende a viver a partir de seu nascimento, 
considerando dados da população. No Brasil, esse número 
vem aumentando consideravelmente, como mostra o gráfico.
Descrição da imagem: 
Gráfico intitulado Esperança de vida ao nascer, em 
que o eixo horizontal refere-se aos anos de 2008 a 
2013 e eixo vertical refere-se às idades de 72 a 75 anos, 
é formado por segmentos de reta ascendentes.
O gráfico inicia-se no ponto (2008; 72,78), ascende até 
(2009; 73,09), ascende até (2010; 73,4), ascende até 
(2011; 73,67), ascende até (2012; 73,95) e ascende 
até o ponto final (2013; 74,23).

Pode-se observar que a esperança de vida ao nascer 
em 2012 foi exatamente a média das registradas nos 
anos de 2011 e 2013. Suponha que esse fato também 
ocorreu com a esperança de vida ao nascer em 2013, em 
relação às esperanças de vida de 2012 e de 2014.
Caso a suposição feita tenha sido confirmada, a 
esperança de vida ao nascer no Brasil no ano de 2014 
terá sido, em ano, igual a","
A 74,23.
B 74,51.
C 75,07.
D 75,23.
E 78,49.",B,B,D,C
137,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 137  
Um minuto-luz é uma unidade de medida de distância que corresponde à distância 
percorrida pela luz durante 1 minuto. Uma outra 
unidade de medida é o parsec, descrita a seguir. 
Considere que a órbita da Terra seja circular e que o 
tempo que a luz do Sol demora para chegar à Terra seja 
de 8 minutos. Suponha que a Terra (T), o Sol (S) e uma 
estrela (E) formem um triângulo retângulo como na figura 
seguinte. Se o ângulo T, E, S medir 1 segundo (isto é, 
1 grau dividido por 3 600) dizemos que a distância da 
estrela E ao sol S é de 1 parsec.
Descrição da imagem: 
Figura representa um triângulo retângulo de vértices T, 
E e S, com ângulo reto em S. O cateto ST é o menor.
Há uma circunferência tracejada, representando uma 
órbita, centrada em S, com raio ST e com T pertencente 
à circunferência.
 Use 5 vezes, abre parêntese, 10 elevado a 
menos 6, fecha parêntese, como valor aproximado 
para tangente de, abre parêntese, 1 grau dividido por 
3 600, fecha parêntese.
Quantos minutos-luz tem 10 parsec aproximadamente?
","
A 4 vezes, abre parêntese, 10 elevado a menos 5, fecha parêntese.
B 4 vezes, abre parêntese, 10 elevado a menos 4, fecha parêntese.
C 8 vezes, abre parêntese, 10 elevado a 5, fecha parêntese.
D 1,6 vezes, abre parêntese, 10 elevado a 6, fecha parêntese.
E 1,6 vezes, abre parêntese, 10 elevado a 7, fecha parêntese.",E,A,E,C
138,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 138  
Ao escutar a notícia de que um filme recém-lançado 
arrecadou, no primeiro mês de lançamento, 1,35 bilhão de 
reais em bilheteria, um estudante escreveu corretamente 
o número que representa essa quantia, com todos os 
seus algarismos.
O número escrito pelo estudante foi
","
A 135 000,00.
B 1 350 000,00.
C 13 500 000,00.
D 135 000 000,00.
E 1 350 000 000,00.",E,E,E,D
139,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 139  
O governo de um estado pretende realizar uma 
obra de infraestrutura para auxiliar na integração e 
no processo de escoamento da produção agrícola de 
duas cidades. O projeto consiste na interligação direta 
das cidades A e B com a Rodovia 003, pela construção das 
Rodovias 001 e 002. As duas rodovias serão construídas 
em linha reta e deverão se conectar à Rodovia 003 em 
um mesmo ponto, conforme esboço apresentado na 
figura, na qual estão também indicadas as posições das 
cidades A e B, considerando o eixo x posicionado sobre 
a Rodovia 003, e cinco localizações sugeridas para o 
ponto de conexão entre as três rodovias.
Descrição da imagem: 
Gráfico apresenta um sistema de eixos cartesianos em 
que ambos os eixos têm o quilômetro como unidade 
de medida. O eixo x se situa sobre a Rodovia 003. 
 A cidade A está situada no ponto de coordenadas  
(20; 40), e a cidade B está situada no ponto de 
coordenadas (50; 20). Há cinco pontos marcados 
sobre o eixo x, que indicam cinco sugestões para o 
ponto de conexão entre as três rodovias. Os trajetos 
sugeridos para a Rodovia 001 estão representados por 
segmentos de reta tracejados, e para a Rodovia 002 
estão representados por segmentos de reta cheios.
Coordenadas dos pontos de conexão:
Ponto 1: (20; 0);
Ponto 2: (30; 0);
Ponto 3: (35; 0);
Ponto 4: (40; 0);
Ponto 5: (50; 0).

Pretende-se que a distância percorrida entre as duas 
cidades, pelas Rodovias 001 e 002, passando pelo ponto 
de conexão, seja a menor possível.
Dadas as exigências do projeto, qual das localizações 
sugeridas deve ser a escolhida para o ponto de conexão?","
A 1.
B 2.
C 3.
D 4.
E 5.",D,D,D,C
140,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 140  
Uma pessoa precisa contratar um operário para 
fazer um serviço em sua casa. Para isso, ela postou um 
anúncio em uma rede social.
Cinco pessoas responderam informando preços por 
hora trabalhada, gasto diário com transporte e tempo 
necessário para conclusão do serviço, conforme valores 
apresentados no quadro.
Descrição da imagem: 
Quadro que apresenta informações do Operário em 
relação ao preço por hora em real, preço do transporte 
em real e tempo até conclusão em hora, mostra os 
seguintes dados:
Operário 1: Preço por hora, 120 reais; preço do transporte, zero real; tempo até conclusão, 8 horas;
Operário 2: Preço por hora, 180 reais; preço do transporte, zero real; tempo até conclusão, 6 horas;
Operário 3: Preço por hora, 170 reais; preço do transporte, 20 reais; tempo até conclusão, 6 horas;
Operário 4: Preço por hora, 110 reais; preço do transporte, 10 reais; tempo até conclusão, 9 horas;
Operário 5: Preço por hora, 110 reais; preço do transporte, zero real; tempo até conclusão, 10 horas.

Se a pessoa pretende gastar o mínimo possível com essa 
contratação, irá contratar o operário","
A 1.
B 2.
C 3.
D 4.
E 5.",A,A,D,C
141,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 141  
Uma cozinheira produz docinhos especiais por 
encomenda. Usando uma receita-base de massa, ela 
prepara uma porção, com a qual produz 50 docinhos 
maciços de formato esférico, com 2 centímetros de diâmetro. 
Um cliente encomenda 150 desses docinhos, mas pede 
que cada um tenha formato esférico com 4 centímetros de 
diâmetro. A cozinheira pretende preparar o número exato de 
porções da receita-base de massa necessário para produzir 
os docinhos dessa encomenda.
Quantas porções da receita-base de massa ela deve 
preparar para atender esse cliente?","
A 2.
B 3.
C 6.
D 12.
E 24.",E,C,D,C
142,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 142  
Nos cinco jogos finais da última temporada, com uma 
média de 18 pontos por jogo, um jogador foi eleito o melhor 
do campeonato de basquete. Na atual temporada, cinco 
jogadores têm a chance de igualar ou melhorar essa média. 
No quadro estão registradas as pontuações desses cinco 
jogadores nos quatro primeiros jogos das finais deste ano.
Descrição da imagem: 
Quadro que relaciona jogadores à quantidade de pontos 
marcados por jogo, mostra os seguintes dados:
jogador 1: 12 no jogo 1; 25 no jogo 2; 20 no jogo 3; 20 no jogo 4;
jogador 2: 12 no jogo 1; 12 no jogo 2; 27 no jogo 3; 20 no jogo 4;
jogador 3: 14 no jogo 1; 14 no jogo 2; 17 no jogo 3; 26 no jogo 4;
jogador 4: 15 no jogo 1; 18 no jogo 2; 21 no jogo 3; 21 no jogo 4;
jogador 5: 22 no jogo 1; 15 no jogo 2; 23 no jogo 3; 15 no jogo 4.
O quinto e último jogo será realizado para decidir a 
equipe campeã e qual o melhor jogador da temporada.
O jogador que precisa fazer a menor quantidade de 
pontos no quinto jogo, para igualar a média de pontos do 
melhor jogador da temporada passada, é o ","
A 1.
B 2.
C 3.
D 4.
E 5.",A,B,D,C
143,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 143  
Um casal planeja construir em sua chácara uma 
piscina com o formato de um paralelepípedo reto 
retângulo com capacidade para 90 000 litros de água.  
O casal contratou uma empresa de construções que 
apresentou cinco projetos com diferentes combinações 
nas dimensões internas de profundidade, largura e 
comprimento. A piscina a ser construída terá revestimento 
interno em suas paredes e fundo com uma mesma 
cerâmica, e o casal irá escolher o projeto que exija a menor 
área de revestimento.
As dimensões internas de profundidade, largura 
e comprimento, respectivamente, para cada um dos 
projetos, são:
• projeto 1: 1,8 metro, 2,0 metros e 25,0 metros;
• projeto 2: 2,0 metros, 5,0 metros e 9,0 metros;
• projeto 3: 1,0 metro, 6,0 metros e 15,0 metros; 
• projeto 4: 1,5 metro, 15,0 metros e 4,0 metros;
• projeto 5: 2,5 metros, 3,0 metros e 12,0 metros.
O projeto que o casal deverá escolher será o","
A 1.
B 2.
C 3.
D 4.
E 5.",B,A,D,C
144,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 144  
Uma instituição de ensino superior ofereceu vagas 
em um processo seletivo de acesso a seus cursos. 
Finalizadas as inscrições, foi divulgada a relação do 
número de candidatos por vaga em cada um dos cursos 
oferecidos. Esses dados são apresentados no quadro.
Descrição da imagem: 
Quadro que relaciona curso com número de vagas 
oferecidas e número de candidatos por vaga, mostra os 
seguintes dados:
Administração: 30 vagas oferecidas e 6 candidatos 
por vaga; 
Ciências Contábeis: 40 vagas oferecidas e 6 candidatos 
por vaga; 
Engenharia Elétrica: 50 vagas oferecidas e 7 candidatos 
por vaga; 
História: 30 vagas oferecidas e 8 candidatos por vaga; 
Letras: 25 vagas oferecidas e 4 candidatos por vaga; 
Pedagogia: 25 vagas oferecidas e 5 candidatos por vaga.
Qual foi o número total de candidatos inscritos nesse 
processo seletivo?","
A 200.
B 400.
C 1 200.
D 1 235.
E 7 200.",D,C,C,C
145,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 145  
Peças metálicas de aeronaves abandonadas em 
aeroportos serão recicladas. Uma dessas peças é maciça 
e tem o formato cilíndrico, com a medida do raio da base 
igual a 4 centímetros e a da altura igual a 50 centímetros. 
Ela será derretida, e o volume de metal resultante 
será utilizado para a fabricação de esferas maciças 
com diâmetro de 1 centímetro, a serem usadas para 
confeccionar rolamentos. Para estimar a quantidade de 
esferas que poderão ser produzidas a partir de cada uma 
das peças cilíndricas, admite-se que não ocorre perda de 
material durante o processo de derretimento.
Quantas dessas esferas poderão ser obtidas a partir de 
cada peça cilíndrica?","
A 800.
B 1 200.
C 2 400.
D 4 800.
E 6 400.",D,C,D,C
146,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 146  
Uma pessoa precisa se deslocar de automóvel do 
ponto P para o ponto Q, indicados na figura, na qual as 
linhas verticais e horizontais simbolizam ruas.
Descrição da imagem: 
Figura de uma malha quadriculada com 7 linhas 
horizontais e 7 verticais, sobre a qual está traçado 
um trajeto poligonal, por meio de uma linha contínua 
sobre as linhas de grade da malha, unindo o ponto 
inicial P, localizado na segunda linha vertical, da 
esquerda para a direita, e entre a sexta e a sétima 
linhas horizontais, de cima para baixo, ao ponto 
final Q, que está localizado entre a sexta e a 
sétima linhas verticais, da esquerda para a direita, 
e sobre a segunda linha horizontal, de cima para 
baixo. O caminho poligonal está traçado segundo 
deslocamentos nos sentidos norte, sul e leste a partir 
do ponto P. A sequência de deslocamentos é:
De P até o primeiro cruzamento no sentido norte;
Desse ponto segue até o segundo cruzamento no 
sentido leste;
Em seguida, toma o sentido norte até o segundo 
cruzamento;
Posteriormente, toma o sentido leste até o próximo 
cruzamento;
Depois, segue no sentido sul até o cruzamento 
seguinte;
Segue para leste até o próximo cruzamento;
Desse ponto, toma o sentido norte até o terceiro 
cruzamento;
Por fim, toma o sentido leste até alcançar o ponto Q.
Por causa do sentido de tráfego nessas ruas, o 
caminho poligonal destacado é a possibilidade mais 
curta de efetuar esse deslocamento. Para descrevê-lo, 
deve-se especificar qual o sentido a ser tomado em cada 
cruzamento de ruas, em relação à direção de deslocamento 
do automóvel, que se movimentará continuamente. 
Para isso, empregam-se as letras E, F e D para indicar 
“vire à esquerda”, “siga em frente” e “vire à direita”, 
respectivamente.
 A sequência de letras que descreve o caminho poligonal 
destacado é","
A DDEFDDEEFFD.
B DFEFDDDEFFD.
C DFEFDDEEFFD.
D EFDFEEDDFFE.
E EFDFEEEDFFE.",C,B,C,B
147,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 147  
Uma loja comercializa cinco modelos de  
caixas-d’água (1, 2, 3, 4 e 5), todos em formato de cilindro 
reto de base circular. Os modelos 2, 3, 4 e 5 têm as 
especificações de suas dimensões dadas em relação às 
dimensões do modelo 1, cuja profundidade é P e área da 
base é Ab, como segue:
• modelo 2: o dobro da profundidade e a metade da área da base do modelo 1;
• modelo 3: o dobro da profundidade e a metade do raio da base do modelo 1;
• modelo 4: a metade da profundidade e o dobro da área da base do modelo 1;
• modelo 5: a metade da profundidade e o dobro do raio da base do modelo 1.
Uma pessoa pretende comprar nessa loja o modelo de 
caixa-d’água que ofereça a maior capacidade volumétrica.
O modelo escolhido deve ser o","
A 1.
B 2.
C 3.
D 4.
E 5.",E,E,D,E
148,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 148  
No período de 2005 a 2013, o valor de venda dos 
imóveis em uma cidade apresentou alta, o que resultou 
no aumento dos aluguéis. Os gráficos apresentam a 
evolução desses valores, para um mesmo imóvel, no 
mercado imobiliário dessa cidade.
Descrição da imagem: 
Dois gráficos de coluna.
O primeiro gráfico, que apresenta os anos no eixo 
horizontal e o valor mensal do aluguel em real no eixo 
vertical, mostra os seguintes dados:
2005: 630;
2007: 960;
2009: 1 350;
2011: 1 800;
2013: 3 240.
O segundo gráfico, que apresenta os anos no eixo 
horizontal e o valor de mercado do imóvel, em milhar 
de reais no eixo vertical, mostra os seguintes dados:
2005: 90;
2007: 120;
2009: 270;
2011: 450;
2013: 540.
 A rentabilidade do aluguel de um imóvel é calculada 
pela razão entre o valor mensal de aluguel e o valor de 
mercado desse imóvel.
Com base nos dados fornecidos, em que ano a 
rentabilidade do aluguel foi maior?","
A 2005.
B 2007.
C 2009.
D 2011.
E 2013.",B,C,D,C
149,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 149  
Em uma universidade, atuam professores que estão 
enquadrados funcionalmente pela sua maior titulação: 
mestre ou doutor. Nela há, atualmente, 60 mestres e  
40 doutores. Os salários mensais dos professores mestres 
e dos doutores são, respectivamente, 8 000 reais e 
12 000 reais.
 A diretoria da instituição pretende proporcionar um 
aumento salarial diferenciado para o ano seguinte, de tal 
forma que o salário médio mensal dos professores dessa 
instituição não ultrapasse 12 240 reais. A universidade já 
estabeleceu que o aumento salarial será de 25 por cento 
para os mestres e precisa ainda definir o percentual de 
reajuste para os doutores.
Mantido o número atual de professores com suas atuais 
titulações, o aumento salarial, em porcentagem, a ser 
concedido aos doutores deverá ser de, no máximo,
","
A 14,4.
B 20,7.
C 22,0.
D 30,0.
E 37,5.",D,C,D,C
150,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 150  
Um borrifador de atuação automática libera, a cada 
acionamento, uma mesma quantidade de inseticida. 
O recipiente desse produto, quando cheio, contém  
360 mililitros de inseticida, que duram 60 dias se o 
borrifador permanecer ligado ininterruptamente e for 
acionado a cada 48 minutos.
 A quantidade de inseticida que é liberada a cada 
acionamento do borrifador, em mililitro, é","
A 0,125.
B 0,200.
C 4,800.
D 6,000.
E 12,000.",B,A,C,B
151,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 151  
Definem-se o dia e o ano de um planeta de um sistema solar 
como sendo, respectivamente, o tempo que o planeta leva para 
dar 1 volta completa em torno de seu próprio eixo de rotação e o 
tempo para dar 1 volta completa em torno de seu Sol.
Suponha que exista um planeta Z, em algum sistema 
solar, onde um dia corresponda a 73 dias terrestres e 
que 2 de seus anos correspondam a 1 ano terrestre. 
Considere que 1 ano terrestre tem 365 de seus dias.
No planeta Z, seu ano corresponderia a quantos de seus 
dias?
","
A 2,5.
B 10,0.
C 730,0.
D 13 322,5.
E 53 290,0.",A,D,D,C
152,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 152  
Quarenta mudas de flores devem ser plantadas no 
contorno de um canteiro circular de 2,2 metros de diâmetro, 
com um espaçamento padrão de 12 centímetros entre 
mudas. Fazendo-se os cálculos, chegou-se à conclusão 
de que não havia mudas suficientes e optou-se, então, 
por alterar o espaçamento padrão.
Use 3 como aproximação para pi.
Em quantos centímetros deve ser aumentado o 
espaçamento padrão entre as mudas?
","
A 4,50.
B 6,15.
C 9,07.
D 21,00.
E 24,30.",A,C,C,B
153,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 153  
Em uma loja, o preço promocional de uma geladeira é 
de 1 000 reais para pagamento somente em dinheiro. Seu 
preço normal, fora da promoção, é 10 por cento maior. Para 
pagamento feito com o cartão de crédito da loja, é dado um 
desconto de 2 por cento sobre o preço normal.
Uma cliente decidiu comprar essa geladeira, optando 
pelo pagamento com o cartão de crédito da loja. Ela calculou 
que o valor a ser pago seria o preço promocional acrescido 
de 8 por cento. Ao ser informada pela loja do valor a pagar, 
segundo sua opção, percebeu uma diferença entre seu 
cálculo e o valor que lhe foi apresentado.
O valor apresentado pela loja, comparado ao valor 
calculado pela cliente, foi","
A 2 reais menor.
B 100 reais menor.
C 200 reais menor.
D 42 reais maior.
E 80 reais maior.",A,A,D,C
154,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 154  
As empresas de capital aberto listadas na Bolsa de 
Valores de São Paulo (Bovespa) que melhor remuneram 
seus acionistas na distribuição dos lucros costumam 
pagar 25 por cento de seus lucros líquidos trimestrais 
como dividendos aos acionistas. Uma empresa de 
capital social listada na Bolsa de Valores de São Paulo 
(Bovespa) divulgou resumidamente no quadro abaixo o 
seguinte resultado:
Descrição da imagem: 
Quadro apresenta os seguintes dados:
Receitas líquidas: 422 milhões de reais;
Lucro bruto: 76 milhões de reais;
Lucro líquido: 28 milhões de reais;
Lucro líquido por ação: 0,28 real.
 

Quanto receberá de dividendos um acionista que tem 1 400 ações desta empresa?","
A 98 reais.
B 392 reais.
C 20 mil reais.
D 7 mihões de reais.
E 9 bilhões e 800 milhões de reais.",A,A,B,B
155,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 155  
Uma empresa de engenharia projetou uma casa com 
a forma de um retângulo para um de seus clientes. Esse 
cliente solicitou a inclusão de uma varanda em forma 
de L. A figura apresenta a planta baixa desenhada pela 
empresa, já com a varanda incluída, cujas medidas, 
indicadas em centímetro, representam os valores das 
dimensões da varanda na escala de 1 para 50.
Descrição da imagem: 
Figura representa uma planta baixa de uma casa na 
escala de 1 para 50. Essa planta tem o formato de um 
retângulo, disposto com a maior dimensão na horizontal 
e a menor, na vertical. Na parte externa do retângulo que 
representa a casa, há uma região hexagonal em formato 
de L, representando a varanda, na qual quaisquer dois 
de seus lados adjacentes são perpendiculares, com 
quatro de seus lados medindo, consecutivamente, 
4 centímetros, 18,4 centímetros, 16 centímetros e  
5 centímetros. Os dois lados cujas medidas não estão 
fornecidas estão justapostos ao contorno da planta, na 
sua lateral esquerda e em parte do seu lado superior. 
O lado de medida 18,4 centímetros é paralelo à lateral 
esquerda da planta, enquanto o lado de medida  
16 centímetros é paralelo ao lado superior da planta. 
O lado de 5 centímetros é perpendicular ao lado de  
16 centímetros, e o lado de 4 centímetros é perpendicular 
ao lado de 18,4 centímetros.
 A medida real da área da varanda, em metro quadrado, é","
A 33,40.
B 66,80.
C 89,24.
D 133,60.
E 534,40.",A,C,D,C
156,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 156  
Uma loja de roupas fixou uma meta de vendas de 
77 000 reais para um determinado mês de 30 dias.  
O gráfico mostra o volume de vendas dessa loja, em real, 
nos dez primeiros dias do mês e entre o dia dez e o dia 
vinte desse mês, nos seus dois únicos setores (infantil e 
adulto). Suponha que a variação no volume de vendas, 
para o período registrado, tenha se dado de forma linear, 
como mostrado no gráfico, e que essa tendência se 
mantenha a mesma para os próximos dez dias.
Descrição da imagem: 
Gráfico em que o eixo horizontal de referência 
corresponde a dias, de 10 a 30, em intervalos 
de 10 em 10, apresentando dois segmentos de reta 
descendentes, um referente ao volume de vendas 
do setor adulto, com extremidades nos pontos (10, 18 000) 
e (20, 15 000), e o outro ao do setor infantil, com 
extremidades nos pontos (10, 8 000) e (20, 7 000).

Ao final do trigésimo dia, quanto faltará no volume de vendas, 
em real, para que a meta fixada para o mês seja alcançada?","
A 5 000.
B 7 000.
C 11 000.
D 18 000.
E 29 000.",C,B,D,C
157,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 157  
O funcionário de uma loja tem seu salário mensal 
formado por uma parcela fixa de 675 reais mais uma 
comissão que depende da quantidade de peças vendidas 
por ele no mês. O cálculo do valor dessa comissão é feito 
de acordo com estes critérios:
• até a quinquagésima peça vendida, paga-se 5 reais por peça;
• a partir da quinquagésima primeira peça vendida, o valor pago é de 7 reais por peça.
Represente por q a quantidade de peças vendidas 
no mês por esse funcionário, e por S de q o seu salário 
mensal, em real, nesse mês.
 A expressão algébrica que descreve S de q em função de q é
","
A S de q é igual a 675 mais, abre parêntese, 12 vezes q, fecha parêntese.
B S de q é igual a 325 mais, abre parêntese, 12 vezes q, fecha parêntese.
C S de q é igual a 675 mais, abre parêntese, 7 vezes q, fecha parêntese .
D S de q é igual a 625 mais, abre parêntese, 5 vezes q, fecha parêntese, se q é menor ou igual a 50, ou é igual a 925 mais, abre parêntese, 7 vezes q, fecha parêntese, se q é maior que 50.
E S de q é igual a 625 mais, abre parêntese, 5 vezes q, fecha parêntese, se q é menor ou igual a 50, ou é igual a 575 mais, abre parêntese, 7 vezes q, fecha parêntese, se q é maior que 50.",Anulado,D,D,C
158,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 158  
Ao analisar os dados de uma epidemia em uma cidade, 
peritos obtiveram um modelo que avalia a quantidade de 
pessoas infectadas a cada mês, ao longo de um ano.  
O modelo é dado por p de t é igual a menos t ao quadrado 
mais 10 vezes t mais 24, sendo t um número natural, 
variando de 1 a 12, que representa os meses do ano, e 
p de t a quantidade de pessoas infectadas no mês t do ano. 
Para tentar diminuir o número de infectados no próximo 
ano, a Secretaria Municipal de Saúde decidiu intensificar 
a propaganda oficial sobre os cuidados com a epidemia. 
Foram apresentadas cinco propostas (1, 2, 3, 4 e 5),  
com diferentes períodos de intensificação das propagandas:
• 1: 1 menor ou igual a t menor ou igual a 2;
• 2: 3 menor ou igual a t menor ou igual a 4;
• 3: 5 menor ou igual a t menor ou igual a 6;
• 4: 7 menor ou igual a t menor ou igual a 9;
• 5: 10 menor ou igual a t menor ou igual a 12.
 A sugestão dos peritos é que seja escolhida a 
proposta cujo período de intensificação da propaganda 
englobe o mês em que, segundo o modelo, há a maior 
quantidade de infectados. A sugestão foi aceita. A proposta escolhida foi a","
A 1.
B 2.
C 3.
D 4.
E 5.",C,B,E,C
159,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 159  
Um atleta iniciou seu treinamento visando as competições 
de fim de ano. Seu treinamento consiste em cinco tipos 
diferentes de treinos: treino T1, treino T2, treino T3, treino T4 
e treino T5. A sequência dos treinamentos deve seguir esta 
ordem:
Dia           Treino
Primeiro        T1
Segundo         R
Terceiro        R
Quarto          T2
Quinto          R
Sexto           R
Sétimo          T3
Oitavo          R
Nono            T4
Décimo          R
Décimo primeiro R
Décimo segundo  T5
Décimo terceiro R
 A letra R significa repouso. Após completar a 
sequência de treinamentos, o atleta começa novamente  
a sequência a partir do treino T1 e segue a ordem descrita. 
Após 24 semanas completas de treinamento, se dará o 
início das competições.
 A sequência de treinamentos que o atleta realizará na 
vigésima quarta semana de treinos é","
A T3  R  T4  R  R  T5  R.
B R  T3  R  T4  R  R  T5.
C R  T4  R  R  T5  R  T1.
D R  R  T5  R  T1  R  R.
E R  T5  R  T1  R  R  T2.",B,C,B,B
160,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 160  
No ano de 2015 o Brasil enfrentou uma grave crise 
hídrica. O diretor da empresa de abastecimento de água 
e saneamento do estado de São Paulo afirmou, no dia 
27 de janeiro de 2015, que não estava descartado um 
possível racionamento em toda a capital. Segundo o 
diretor, para ampliar a economia de água praticada 
durante esse período, em uma semana seria necessário 
escolher dois dias não consecutivos para fornecimento 
de água e nos demais cinco dias seria interrompido o 
fornecimento.
De quantas maneiras diferentes podem ser escolhidos os 
dias para fornecimento e para interrupção de água nessa 
semana?
","
A 6 .
B 12.
C 15.
D 21.
E 42.",C,A,E,C
161,2022,MT - Matemática e Códigos,,D2,"QUESTÃO 161  
Uma empresa produz e vende um tipo de chocolate, 
maciço, em formato de cone circular reto com as medidas 
do diâmetro da base e da altura iguais a 8 centímetros e  
10 centímetros, respectivamente.
Devido a um aumento de preço dos ingredientes 
utilizados na produção desse chocolate, a empresa 
decide produzir esse mesmo tipo de chocolate com um 
volume 19 por cento menor, no mesmo formato de cone 
circular reto com altura de 10 centímetros.
Para isso, a empresa produzirá esses novos chocolates 
com medida do raio da base, em centímetro, igual a
","
A 1,52.
B 3,24.
C 3,60.
D 6,48.
E 7,20.",C,C,C,C
